protein_mention_id,doi,name,abbreviation,species_or_source,role,query,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,reviewed,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,pdb_cross_refs,result_count
3497,10.1016/j.talanta.2021.122678,bovine serum albumin,BSA,bovine; Sigma-Aldrich,protein shielding and antifouling comparator analyte,bovine serum albumin bovine; Sigma-Aldrich,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3498,10.1016/j.talanta.2021.122678,cytochrome c,cyt c,Sigma-Aldrich; species not specified,protein shielding test analyte,cytochrome c Sigma-Aldrich; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3499,10.1016/j.talanta.2021.122678,human serum albumin,HSA,human; Sigma-Aldrich,protein shielding test analyte and drug-binding protein matrix,human serum albumin human; Sigma-Aldrich,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3500,10.1016/j.talanta.2021.122678,lysozyme,lysozyme,Sigma-Aldrich; species not specified,protein shielding test analyte,lysozyme Sigma-Aldrich; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2618,10.1016/j.talanta.2022.123260,glucose oxidase,,,model target glycoprotein enzyme; beer analyte,glucose oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2619,10.1016/j.talanta.2022.123260,horseradish peroxidase,HRP,horseradish,glycoprotein enzyme; signal enzyme loaded on microgels,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2620,10.1016/j.talanta.2022.123260,alpha fetoprotein,AFP,human serum,target antigen glycoprotein biomarker,human alpha fetoprotein human serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2621,10.1016/j.talanta.2022.123260,mouse anti-AFP(A4)/biotin conjugated antibody,anti-AFP antibody,mouse,affinity ligand for AFP capture,mouse anti-AFP(A4)/biotin conjugated antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2622,10.1016/j.talanta.2022.123260,bovine albumin,BSA,bovine,blocking protein and interference protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2623,10.1016/j.talanta.2022.123260,alkaline phosphatase,ALP,,interference protein in AFP assay,alkaline phosphatase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2117,10.1016/j.talanta.2022.124068,horseradish peroxidase,HRP,horseradish,model glycoprotein digest target for N-glycopeptide enrichment,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2118,10.1016/j.talanta.2022.124068,bovine serum albumin,BSA,bovine,interference matrix in selectivity tests,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2119,10.1016/j.talanta.2022.124068,uromodulin,UMOD,human serum,interfering serum protein in exosome capture experiment,human uromodulin human serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2120,10.1016/j.talanta.2022.124068,exosome marker proteins,,human serum exosomes,qualitative markers of captured exosomes,exosome marker proteins human serum exosomes,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2121,10.1016/j.talanta.2022.124068,Hepatocyte growth factor activator,HGFAC,human serum glycoprotein,AD serum glycoprotein mentioned in GO analysis,human HGFAC human serum glycoprotein,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2122,10.1016/j.talanta.2022.124068,Prothrombin,F2,human serum glycoprotein,AD serum glycoprotein mentioned in GO analysis,human prothrombin F2 human serum glycoprotein,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2123,10.1016/j.talanta.2022.124068,Coagulation factor XI,F11,human serum glycoprotein,AD serum glycoprotein mentioned in GO analysis,human coagulation factor XI F11 human serum glycoprotein,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2124,10.1016/j.talanta.2022.124068,Complement C1s subcomponent,C1S,human serum glycoprotein,AD serum glycoprotein mentioned in GO analysis,human complement C1s C1S human serum glycoprotein,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2125,10.1016/j.talanta.2022.124068,Complement C2,C2,human serum glycoprotein,AD serum glycoprotein mentioned in GO analysis,human complement C2 human serum glycoprotein,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1773,10.1016/j.talanta.2023.125083,bovine haemoglobin,BHb,bovine,template and target protein,bovine hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1774,10.1016/j.talanta.2023.125083,bovine serum albumin,BSA,bovine,non-target specificity protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3272,10.1016/j.talanta.2024.127178,estrogen receptor alpha,ERalpha,,"biomimetic design inspiration, not adsorption target",estrogen receptor alpha,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3273,10.1016/j.talanta.2024.127178,estrogen receptor beta,ERbeta,,"biomimetic design inspiration, not adsorption target",estrogen receptor beta,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3274,10.1016/j.talanta.2024.127178,estrogen-related receptor gamma,ERRgamma,,"biomimetic design inspiration, not adsorption target",estrogen-related receptor gamma,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2748,10.1016/j.talanta.2025.128105,bovine serum albumin,BSA,bovine,model fouling protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2749,10.1016/j.talanta.2025.128105,human serum proteins,,human serum,complex biological fouling matrix,human serum albumin OR human serum proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3774,10.1016/j.talanta.2025.128570,cholesterol esterase,ChE,,enzyme reagent embedded in hydrogel,cholesterol esterase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3775,10.1016/j.talanta.2025.128570,cholesterol oxidase,ChOx,,enzyme reagent embedded in hydrogel,cholesterol oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3776,10.1016/j.talanta.2025.128570,peroxidase,,,enzyme reagent embedded in hydrogel,peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3460,10.1016/j.talanta.2025.129324,SARS-CoV-2 spike trimer,S-trimer,SARS-CoV-2,target antigen,SARS-CoV-2 Spike glycoprotein,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3461,10.1016/j.talanta.2025.129324,SARS-CoV-2 spike receptor-binding domain,RBD,SARS-CoV-2,target antigen/domain,SARS-CoV-2 Spike glycoprotein receptor binding domain,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3462,10.1016/j.talanta.2025.129324,SARS-CoV-2 spike N-terminal domain,NTD,SARS-CoV-2,subunit specificity comparator,SARS-CoV-2 Spike glycoprotein N-terminal domain,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3463,10.1016/j.talanta.2025.129324,SARS-CoV-2 spike S2 subunit,S2,SARS-CoV-2,subunit specificity comparator,SARS-CoV-2 Spike glycoprotein S2,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3464,10.1016/j.talanta.2025.129324,angiotensin-converting enzyme 2,ACE2,host receptor; species not specified in supplied context,binding competitor/receptor comparator,ACE2 host receptor; species not specified in supplied context,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3465,10.1016/j.talanta.2025.129324,lysozyme,,,non-target interferent protein,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3466,10.1016/j.talanta.2025.129324,pepsin,,,non-target interferent protein,pepsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3467,10.1016/j.talanta.2025.129324,trypsin,,,non-target interferent protein,trypsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3468,10.1016/j.talanta.2025.129324,bovine serum albumin,BSA,bovine,non-target interferent/blocking protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3469,10.1016/j.talanta.2025.129324,human serum albumin,HSA,human,non-target interferent protein,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3470,10.1016/j.talanta.2025.129324,SARS-CoV-2 XBB.1.5 Omicron pseudovirus,pseudovirus,SARS-CoV-2 XBB.1.5 Omicron,antigen-bearing diagnostic target,SARS-CoV-2 Omicron XBB.1.5 Spike glycoprotein SARS-CoV-2 XBB.1.5 Omicron,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3099,10.1016/j.triboint.2014.05.029,Human Serum Albumin,HSA,human,adsorbate and physiological lubricant component,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3100,10.1016/j.triboint.2014.05.029,Human serum Gamma Globulin,IgG,human,adsorbate and physiological lubricant component,human IgG gamma globulin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3101,10.1016/j.triboint.2014.05.029,Human serum proteins,,human serum,protein mixture in friction testing,Human serum proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3102,10.1016/j.triboint.2014.05.029,Bovine Serum Albumin,BSA,bovine,Bradford standard curve protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3813,10.1016/j.ultsonch.2024.107131,bovine serum albumin,BSA,bovine,model tear protein adsorption target,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3814,10.1016/j.ultsonch.2024.107131,lysozyme,,,tear protein adsorption target,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3815,10.1016/j.ultsonch.2024.107131,lactoferrin,,tear,tear protein mentioned in introduction,human lactoferrin tear,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3816,10.1016/j.ultsonch.2024.107131,lipocalin,,tear,tear protein mentioned in introduction,human tear lipocalin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3817,10.1016/j.ultsonch.2024.107131,IgA,IgA,tear,tear protein mentioned in introduction,human immunoglobulin A tear,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2935,10.1016/j.watres.2024.121263,bovine serum albumin,BSA,bovine,model biomacromolecule foulant and protein rejection target,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2936,10.1016/j.watres.2024.121263,aromatic protein,,Songhua River water,component of natural organic matter mixture identified by FEEM,aromatic protein Songhua River water,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3071,10.1016/j.watres.2026.125540,Ammonium transporter,Amt,AOB or AnAOB,nitrogen transport protein; docking target for phenyl cyanate,ammonium transporter 3b9y 6eu6 AOB or AnAOB,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3072,10.1016/j.watres.2026.125540,Cytochrome c,Cyt c,,electron transfer protein; docking target for phenyl cyanate,cytochrome c 2pac,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3073,10.1016/j.watres.2026.125540,Hydroxylamine oxidoreductase,Hao,AnAOB,nitrogen transformation enzyme; docking target for phenyl cyanate,hydroxylamine oxidoreductase 4n4j AnAOB,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3074,10.1016/j.watres.2026.125540,Hydrazine synthase,Hsz,,anammox enzyme; docking target for phenyl cyanate,hydrazine synthase 5c2v,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3075,10.1016/j.watres.2026.125540,Nitric oxide reductase,Nor,,denitrification enzyme; docking target for phenyl cyanate,nitric oxide reductase 3o0r,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3076,10.1016/j.watres.2026.125540,"Catechol 1,2-dioxygenase",C12O,Rhodococcus opacus,phenol degradation enzyme; docking target for phenyl cyanate,"catechol 1,2-dioxygenase Rhodococcus opacus 3hhy",external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3077,10.1016/j.watres.2026.125540,"Catechol 2,3-dioxygenase",C23O,,phenol degradation enzyme; docking target for phenyl cyanate,"catechol 2,3-dioxygenase 7q2a 3hpy 5znh",external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2340,10.1016/j.xphs.2025.103822,mucin,,not specified; Sigma Aldrich,artificial protein solution component and dominant rabbit tear-fluid protein model,mucin not specified; Sigma Aldrich,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2341,10.1016/j.xphs.2025.103822,lysozyme,,chicken egg,artificial protein solution component and dominant rabbit tear-fluid protein model,chicken lysozyme C chicken egg,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2342,10.1016/j.xphs.2025.103822,bovine serum albumin,BSA,bovine,artificial protein solution component; albumin noted as present in aqueous and vitreous humour,bovine serum albumin ALB,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2343,10.1016/j.xphs.2025.103822,albumin,,rabbit ocular fluids,dominant protein noted in aqueous humour and vitreous humour,rabbit albumin rabbit ocular fluids,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2344,10.1016/j.xphs.2025.103822,rabbit aqueous humour proteins,AH proteins,New Zealand albino rabbit aqueous humour,ex vivo protein matrix,rabbit aqueous humour proteins New Zealand albino rabbit aqueous humour,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2345,10.1016/j.xphs.2025.103822,rabbit vitreous humour proteins,VH proteins,New Zealand albino rabbit vitreous humour,ex vivo protein matrix,rabbit vitreous humour proteins New Zealand albino rabbit vitreous humour,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
520,10.1021/ac070226l,protein A,PA,bacterial cell wall protein,Alexa 647-labeled FRET acceptor; binds Fc region of IgG,Staphylococcus aureus protein A bacterial cell wall protein,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
521,10.1021/ac070226l,goat immunoglobulin G,gIgG,goat anti-mouse IgG,Alexa 555-labeled FRET donor; protein A binding partner,goat IgG goat anti-mouse IgG,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
522,10.1021/ac070226l,rabbit immunoglobulin G,rIgG,rabbit anti-goat IgG,Alexa 555-labeled FRET donor; protein A binding partner,rabbit IgG rabbit anti-goat IgG,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2624,10.1021/ac1022343,interleukin-2,IL-2,R&D Systems 202-IL,target cytokine,interleukin-2 R&D Systems 202-IL,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2625,10.1021/ac1022343,interleukin-4,IL-4,R&D Systems 204-IL,target cytokine,interleukin-4 R&D Systems 204-IL,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2626,10.1021/ac1022343,tumor necrosis factor alpha,TNF-alpha,R&D Systems 210-TA,target cytokine,tumor necrosis factor alpha R&D Systems 210-TA,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2627,10.1021/ac1022343,IL-2 capture antibody,MAB602,R&D Systems MAB602,capture antibody,IL-2 capture antibody R&D Systems MAB602,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2628,10.1021/ac1022343,IL-2 reporter antibody,BAF202,R&D Systems BAF202,biotinylated reporter antibody,IL-2 reporter antibody R&D Systems BAF202,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2629,10.1021/ac1022343,IL-4 capture antibody,MAB604,R&D Systems MAB604,capture antibody,IL-4 capture antibody R&D Systems MAB604,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2630,10.1021/ac1022343,IL-4 reporter antibody,BAF204,R&D Systems BAF204,biotinylated reporter antibody,IL-4 reporter antibody R&D Systems BAF204,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2631,10.1021/ac1022343,TNF-alpha capture antibody,MAB610,R&D Systems MAB610,capture antibody,TNF-alpha capture antibody R&D Systems MAB610,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2632,10.1021/ac1022343,TNF-alpha reporter antibody,BAF210,R&D Systems BAF210,biotinylated reporter antibody,TNF-alpha reporter antibody R&D Systems BAF210,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2633,10.1021/ac1022343,IgG,IgG,,diffusion probe molecule,IgG,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2634,10.1021/ac1022343,streptavidin-phycoerythrin,SAPE,,fluorescent labeling reagent,streptavidin phycoerythrin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2635,10.1021/ac1022343,polyclonal antithrombin antibody,PAHT-S,Haematologic Technologies PAHT-S,model antibody for incorporation-efficiency experiment,polyclonal antithrombin antibody Haematologic Technologies PAHT-S,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2636,10.1021/ac1022343,thrombin,,Alexa-532 labeled thrombin,fluorescent antigen/protein in incorporation-efficiency experiment,thrombin Alexa-532 labeled thrombin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
